station_id,CallSign,longitude,latitude,time,AtmosphericPressure,WindDirection,WindSpeed,Gust,WaveHeight,WavePeriod,MeanWaveDirection,Hmax,AirTemperature,DewPoint,SeaTemperature,salinity,RelativeHumidity,SprTp,ThTp,Tp,QC_Flag
,,degrees_east,degrees_north,UTC,mb,degrees_true,kn,kn,m,s,degrees_true,m,degree_C,degree_C,degree_C,PSU,percent,degrees,degrees_true,s,
M2,62091,-5.4302,53.4836,2019-12-07T06:00:00Z,1010.254,259.0,17.931,23.481,1.172,3.867,236.0,1.758,9.824,NaN,11.836,NaN,86.328,28.125,251.719,3.984,0.0
M3,62092,-10.548261,51.215956,2019-12-07T06:00:00Z,1013.184,233.0,12.381,16.508,3.164,7.617,284.0,4.805,10.898,NaN,10.84,NaN,89.453,26.719,296.719,11.484,0.0
M4,62093,-9.999136,54.999967,2019-12-07T06:00:00Z,1004.59,221.0,17.931,24.477,3.984,7.734,269.0,5.742,10.557,NaN,10.898,NaN,NaN,32.344,282.656,11.016,0.0
M5,62094,-6.704336,51.690425,2019-12-07T06:00:00Z,1013.062,257.0,14.421,17.646,1.719,5.391,236.0,2.578,10.459,NaN,11.572,NaN,82.422,19.688,233.438,7.969,0.0
M6,62095,-15.88135,53.07482,2019-12-07T06:00:00Z,1005.416,216.0,20.379,30.397,3.594,7.148,NaN,5.781,11.631,NaN,11.367,NaN,96.973,60.117,299.531,11.953,0.0
M2,62091,-5.4302,53.4836,2019-12-07T07:00:00Z,1010.205,249.0,16.508,20.635,NaN,NaN,NaN,NaN,9.824,NaN,11.777,NaN,86.328,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-07T07:00:00Z,1013.672,231.0,14.373,17.931,NaN,NaN,NaN,NaN,11.143,NaN,10.82,NaN,90.625,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-07T07:00:00Z,1003.516,212.0,19.069,24.62,NaN,NaN,NaN,NaN,10.85,NaN,10.801,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-07T07:00:00Z,1014.209,265.0,14.421,18.026,1.719,5.273,232.0,2.344,10.557,NaN,11.572,NaN,83.984,36.563,232.031,8.203,0.0
M6,62095,-15.88135,53.07482,2019-12-07T07:00:00Z,1005.269,208.0,20.493,30.967,3.594,7.031,NaN,5.0,11.631,NaN,11.406,NaN,95.996,61.172,319.219,11.367,0.0
M2,62091,-5.4302,53.4836,2019-12-07T08:00:00Z,1010.303,236.0,13.804,17.219,NaN,NaN,NaN,NaN,10.215,NaN,11.68,NaN,83.594,NaN,NaN,NaN,0.0
M6,62095,-15.88135,53.07482,2019-12-07T08:00:00Z,1003.219,207.0,19.468,28.462,3.984,7.031,NaN,6.406,11.68,NaN,11.621,NaN,95.605,61.172,313.594,10.664,0.0
M3,62092,-10.548261,51.215956,2019-12-07T08:00:00Z,1013.086,226.0,13.946,18.643,NaN,NaN,NaN,NaN,11.143,NaN,10.82,NaN,92.578,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-07T08:00:00Z,1002.93,208.0,19.496,24.762,NaN,NaN,NaN,NaN,10.85,NaN,10.781,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-07T08:00:00Z,1013.757,251.0,14.231,19.544,1.719,5.273,239.0,2.344,10.361,NaN,11.572,NaN,89.063,23.906,239.063,8.438,0.0
