station_id,CallSign,longitude,latitude,time,AtmosphericPressure,WindDirection,WindSpeed,Gust,WaveHeight,WavePeriod,MeanWaveDirection,Hmax,AirTemperature,DewPoint,SeaTemperature,salinity,RelativeHumidity,SprTp,ThTp,Tp,QC_Flag
,,degrees_east,degrees_north,UTC,mb,degrees_true,kn,kn,m,s,degrees_true,m,degree_C,degree_C,degree_C,PSU,percent,degrees,degrees_true,s,
M6,62095,-15.88135,53.07482,2019-12-06T02:00:00Z,1002.047,266.0,20.379,35.52,4.766,7.852,NaN,7.344,11.875,NaN,11.816,NaN,79.199,39.023,333.281,12.305,0.0
M2,62091,-5.4302,53.4836,2019-12-06T03:00:00Z,1000.977,213.0,19.354,23.623,1.875,4.922,184.0,2.461,11.924,NaN,11.406,NaN,93.359,18.281,181.406,6.445,0.0
M3,62092,-10.548261,51.215956,2019-12-06T03:00:00Z,1007.715,262.0,20.35,26.754,5.039,8.672,288.0,6.211,11.68,NaN,10.859,NaN,95.703,19.688,310.781,14.063,0.0
M4,62093,-9.999136,54.999967,2019-12-06T03:00:00Z,995.703,272.0,20.92,28.747,4.922,8.438,277.0,6.563,10.264,NaN,10.957,NaN,NaN,30.938,296.719,14.648,0.0
M5,62094,-6.704336,51.690425,2019-12-06T03:00:00Z,1005.701,242.0,23.908,29.98,3.125,5.977,232.0,4.219,11.924,NaN,11.631,NaN,96.094,15.469,222.188,7.5,0.0
M6,62095,-15.88135,53.07482,2019-12-06T03:00:00Z,1001.656,267.0,23.225,39.619,5.0,8.203,NaN,7.5,11.729,NaN,11.777,NaN,83.789,53.086,310.781,12.773,0.0
M2,62091,-5.4302,53.4836,2019-12-06T04:00:00Z,999.316,225.0,16.508,20.066,NaN,NaN,NaN,NaN,12.314,NaN,11.367,NaN,91.406,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T04:00:00Z,1007.764,261.0,18.358,23.339,NaN,NaN,NaN,NaN,11.729,NaN,10.859,NaN,91.016,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T04:00:00Z,995.752,253.0,18.643,25.473,NaN,NaN,NaN,NaN,10.85,NaN,10.859,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T04:00:00Z,1004.785,242.0,23.908,31.688,3.125,5.977,238.0,4.453,11.973,NaN,11.602,NaN,95.703,19.688,247.5,8.086,0.0
M6,62095,-15.88135,53.07482,2019-12-06T04:00:00Z,1001.803,270.0,23.225,35.065,5.234,8.086,NaN,7.188,11.484,NaN,11.699,NaN,82.422,44.648,326.25,13.008,0.0
M2,62091,-5.4302,53.4836,2019-12-06T05:00:00Z,998.828,240.0,15.796,23.766,NaN,NaN,NaN,NaN,12.607,NaN,11.348,NaN,87.891,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T05:00:00Z,1007.568,251.0,18.358,26.185,NaN,NaN,NaN,NaN,11.826,NaN,10.859,NaN,90.625,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T05:00:00Z,995.117,252.0,17.504,24.904,NaN,NaN,NaN,NaN,10.508,NaN,10.82,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T05:00:00Z,1004.553,251.0,22.959,30.549,2.969,5.977,232.0,4.453,11.875,NaN,11.602,NaN,95.703,18.281,233.438,7.266,0.0
M6,62095,-15.88135,53.07482,2019-12-06T05:00:00Z,1001.803,273.0,25.046,35.976,4.219,7.266,NaN,5.938,11.24,NaN,11.523,NaN,78.809,57.656,307.969,13.125,0.0
M2,62091,-5.4302,53.4836,2019-12-06T06:00:00Z,998.389,240.0,17.219,24.762,1.406,4.57,186.0,1.875,12.51,NaN,11.348,NaN,85.547,21.094,175.781,6.563,0.0
M3,62092,-10.548261,51.215956,2019-12-06T06:00:00Z,1006.982,244.0,18.927,24.477,5.156,8.555,284.0,7.266,11.582,NaN,10.859,NaN,92.188,21.094,293.906,11.719,0.0
M4,62093,-9.999136,54.999967,2019-12-06T06:00:00Z,994.971,275.0,16.081,23.481,5.039,8.672,269.0,7.734,10.02,NaN,10.82,NaN,NaN,30.938,291.094,13.477,0.0
M5,62094,-6.704336,51.690425,2019-12-06T06:00:00Z,1004.614,252.0,21.821,28.652,3.125,5.977,233.0,3.984,11.777,NaN,11.572,NaN,94.531,19.688,225.0,7.383,0.0
M6,62095,-15.88135,53.07482,2019-12-06T06:00:00Z,1002.34,269.0,22.542,34.61,5.391,7.852,NaN,8.438,10.996,NaN,11.523,NaN,80.469,47.813,330.469,12.539,0.0
M2,62091,-5.4302,53.4836,2019-12-06T07:00:00Z,998.486,234.0,14.373,18.5,NaN,NaN,NaN,NaN,12.412,NaN,11.367,NaN,85.156,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T07:00:00Z,1006.152,248.0,23.766,33.443,NaN,NaN,NaN,NaN,11.777,NaN,10.859,NaN,86.719,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T07:00:00Z,994.922,268.0,18.358,24.335,NaN,NaN,NaN,NaN,10.117,NaN,10.82,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T07:00:00Z,1003.894,253.0,23.718,31.498,3.281,6.094,238.0,4.922,11.875,NaN,11.543,NaN,89.844,15.469,234.844,7.617,0.0
M6,62095,-15.88135,53.07482,2019-12-06T07:00:00Z,1003.56,284.0,22.883,36.431,5.234,7.852,NaN,7.344,10.459,NaN,11.543,NaN,82.227,46.758,300.938,10.898,0.0
M2,62091,-5.4302,53.4836,2019-12-06T08:00:00Z,998.438,254.0,21.062,29.316,NaN,NaN,NaN,NaN,11.533,NaN,11.348,NaN,83.984,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T08:00:00Z,1006.543,262.0,20.493,27.323,NaN,NaN,NaN,NaN,11.631,NaN,10.859,NaN,86.328,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T08:00:00Z,994.922,271.0,16.508,23.766,NaN,NaN,NaN,NaN,10.361,NaN,10.82,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T08:00:00Z,1004.578,252.0,22.39,29.98,3.125,6.094,238.0,4.453,11.875,NaN,11.514,NaN,89.844,22.5,237.656,8.086,0.0
M6,62095,-15.88135,53.07482,2019-12-06T08:00:00Z,1004.244,279.0,21.403,33.357,5.547,8.086,NaN,9.375,11.094,NaN,11.563,NaN,78.809,54.492,307.969,12.656,0.0
M2,62091,-5.4302,53.4836,2019-12-06T09:00:00Z,998.242,256.0,18.5,25.758,1.406,4.336,207.0,2.109,11.191,NaN,11.406,NaN,84.375,19.688,180.0,8.438,0.0
M3,62092,-10.548261,51.215956,2019-12-06T09:00:00Z,1006.934,273.0,22.343,29.885,5.156,8.438,288.0,9.727,11.045,NaN,10.859,NaN,90.234,16.875,307.969,14.18,0.0
M4,62093,-9.999136,54.999967,2019-12-06T09:00:00Z,995.801,285.0,19.923,29.458,4.453,7.969,274.0,7.617,9.58,NaN,10.82,NaN,NaN,36.563,300.938,13.477,0.0
M5,62094,-6.704336,51.690425,2019-12-06T09:00:00Z,1004.187,251.0,23.339,30.929,3.125,6.094,239.0,4.922,12.07,NaN,11.543,NaN,87.109,18.281,240.469,8.438,0.0
M6,62095,-15.88135,53.07482,2019-12-06T09:00:00Z,1005.22,287.0,21.517,32.788,4.766,7.617,NaN,6.875,10.605,NaN,11.582,NaN,79.492,52.383,310.781,12.305,0.0
M3,62092,-10.548261,51.215956,2019-12-06T10:00:00Z,1007.617,270.0,18.073,23.481,NaN,NaN,NaN,NaN,11.191,NaN,10.859,NaN,88.281,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T10:00:00Z,996.875,290.0,20.777,28.889,NaN,NaN,NaN,NaN,9.971,NaN,10.82,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T10:00:00Z,1003.772,251.0,24.288,31.118,3.125,6.094,236.0,4.219,11.826,NaN,11.543,NaN,88.281,21.094,230.625,7.734,0.0
M6,62095,-15.88135,53.07482,2019-12-06T10:00:00Z,1006.49,291.0,19.923,31.65,4.922,7.969,NaN,7.656,10.508,NaN,11.621,NaN,80.566,54.844,322.031,12.07,0.0
M2,62091,-5.4302,53.4836,2019-12-06T10:00:00Z,998.633,250.0,19.496,26.185,NaN,NaN,NaN,NaN,11.729,NaN,11.426,NaN,79.297,NaN,NaN,NaN,0.0
M2,62091,-5.4302,53.4836,2019-12-06T11:00:00Z,998.926,253.0,17.077,22.2,NaN,NaN,NaN,NaN,11.582,NaN,11.426,NaN,79.688,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T11:00:00Z,1008.301,275.0,17.931,24.05,NaN,NaN,NaN,NaN,11.484,NaN,10.879,NaN,86.719,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T11:00:00Z,997.803,289.0,21.204,28.32,NaN,NaN,NaN,NaN,10.361,NaN,10.801,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T11:00:00Z,1004.285,264.0,23.718,30.17,3.125,5.977,238.0,4.453,11.777,NaN,11.602,NaN,85.547,14.063,239.063,7.969,0.0
M6,62095,-15.88135,53.07482,2019-12-06T11:00:00Z,1007.808,286.0,22.428,33.244,4.922,7.969,NaN,7.188,9.824,NaN,11.719,NaN,82.715,54.844,286.875,10.664,0.0
M2,62091,-5.4302,53.4836,2019-12-06T12:00:00Z,998.486,263.0,18.927,24.05,1.406,4.57,208.0,1.875,10.85,NaN,11.465,NaN,86.328,28.125,213.75,4.805,0.0
M3,62092,-10.548261,51.215956,2019-12-06T12:00:00Z,1008.691,284.0,17.362,23.766,4.57,7.852,287.0,6.68,11.436,NaN,10.879,NaN,83.984,22.5,312.188,13.242,0.0
M4,62093,-9.999136,54.999967,2019-12-06T12:00:00Z,998.291,292.0,18.785,25.046,4.57,7.617,273.0,6.445,10.313,NaN,10.82,NaN,NaN,33.75,288.281,12.07,0.0
M5,62094,-6.704336,51.690425,2019-12-06T12:00:00Z,1004.15,264.0,22.2,28.652,2.969,6.094,240.0,4.453,11.777,NaN,11.631,NaN,85.547,22.5,246.094,7.969,0.0
M6,62095,-15.88135,53.07482,2019-12-06T12:00:00Z,1008.053,292.0,18.329,27.893,4.688,7.734,NaN,6.406,10.41,NaN,11.758,NaN,79.883,56.602,284.063,11.602,0.0
M2,62091,-5.4302,53.4836,2019-12-06T13:00:00Z,998.486,272.0,19.496,23.766,NaN,NaN,NaN,NaN,10.703,NaN,11.523,NaN,83.594,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T13:00:00Z,1009.131,292.0,20.35,31.308,NaN,NaN,NaN,NaN,11.338,NaN,10.879,NaN,78.125,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T13:00:00Z,998.975,281.0,18.358,24.904,NaN,NaN,NaN,NaN,10.264,NaN,10.84,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T13:00:00Z,1004.565,290.0,23.908,30.929,3.125,5.977,242.0,4.219,11.729,NaN,11.602,NaN,75.391,18.281,239.063,8.555,0.0
M6,62095,-15.88135,53.07482,2019-12-06T13:00:00Z,1007.857,289.0,16.849,25.957,4.297,7.5,NaN,5.625,10.557,NaN,11.777,NaN,77.051,54.141,298.125,11.602,0.0
M2,62091,-5.4302,53.4836,2019-12-06T14:00:00Z,998.779,294.0,24.05,31.593,NaN,NaN,NaN,NaN,10.801,NaN,11.582,NaN,78.906,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T14:00:00Z,1008.984,288.0,18.073,22.485,NaN,NaN,NaN,NaN,10.947,NaN,10.879,NaN,81.25,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T14:00:00Z,999.854,284.0,19.069,26.47,NaN,NaN,NaN,NaN,10.508,NaN,10.898,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T14:00:00Z,1004.736,277.0,20.872,28.652,2.813,5.859,243.0,4.453,11.826,NaN,11.572,NaN,72.656,22.5,233.438,7.969,0.0
M6,62095,-15.88135,53.07482,2019-12-06T14:00:00Z,1007.76,283.0,17.419,25.16,4.531,7.852,NaN,7.5,10.068,NaN,11.797,NaN,83.984,51.328,333.281,12.07,0.0
M2,62091,-5.4302,53.4836,2019-12-06T15:00:00Z,1000.586,289.0,22.343,29.6,1.758,4.336,248.0,2.695,10.898,NaN,11.582,NaN,80.859,37.969,274.219,4.805,0.0
M3,62092,-10.548261,51.215956,2019-12-06T15:00:00Z,1009.326,285.0,17.646,24.904,4.453,8.086,294.0,6.563,11.045,NaN,10.898,NaN,80.469,23.906,312.188,13.008,0.0
M4,62093,-9.999136,54.999967,2019-12-06T15:00:00Z,1000.439,283.0,20.208,26.327,3.984,7.617,267.0,5.508,10.654,NaN,10.918,NaN,NaN,33.75,272.813,12.539,0.0
M5,62094,-6.704336,51.690425,2019-12-06T15:00:00Z,1005.334,282.0,20.113,25.616,2.813,5.859,243.0,3.281,11.68,NaN,11.543,NaN,76.563,22.5,246.094,7.266,0.0
M6,62095,-15.88135,53.07482,2019-12-06T15:00:00Z,1008.492,288.0,15.483,23.68,4.297,7.852,NaN,6.719,9.678,NaN,11.738,NaN,85.84,63.633,305.156,11.953,0.0
M2,62091,-5.4302,53.4836,2019-12-06T16:00:00Z,1001.855,280.0,19.496,25.616,NaN,NaN,NaN,NaN,10.898,NaN,11.563,NaN,82.422,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T16:00:00Z,1009.717,281.0,17.219,22.912,NaN,NaN,NaN,NaN,10.898,NaN,10.879,NaN,83.594,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T16:00:00Z,1001.953,283.0,19.781,28.177,NaN,NaN,NaN,NaN,10.264,NaN,10.957,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T16:00:00Z,1006.335,287.0,18.405,25.046,2.5,5.742,246.0,3.516,11.533,NaN,11.543,NaN,75.391,16.875,236.25,8.555,0.0
M6,62095,-15.88135,53.07482,2019-12-06T16:00:00Z,1009.273,278.0,16.053,25.388,4.219,7.734,NaN,5.469,10.068,NaN,11.738,NaN,85.645,55.195,306.563,10.781,0.0
M3,62092,-10.548261,51.215956,2019-12-06T17:00:00Z,1010.693,288.0,16.366,23.339,NaN,NaN,NaN,NaN,10.605,NaN,10.898,NaN,86.328,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T17:00:00Z,1003.027,284.0,20.35,26.897,NaN,NaN,NaN,NaN,10.508,NaN,10.957,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T17:00:00Z,1007.495,278.0,20.493,26.375,2.5,5.625,245.0,4.688,11.387,NaN,11.543,NaN,73.828,19.688,240.469,8.32,0.0
M6,62095,-15.88135,53.07482,2019-12-06T17:00:00Z,1009.42,269.0,17.533,27.779,4.297,7.734,NaN,6.094,9.971,NaN,11.699,NaN,84.863,60.469,322.031,11.719,0.0
M2,62091,-5.4302,53.4836,2019-12-06T17:00:00Z,1003.076,282.0,18.073,25.758,NaN,NaN,NaN,NaN,10.85,NaN,11.523,NaN,81.25,NaN,NaN,NaN,0.0
M2,62091,-5.4302,53.4836,2019-12-06T18:00:00Z,1003.76,280.0,21.346,28.035,1.758,4.57,259.0,2.813,10.703,NaN,11.523,NaN,80.469,40.781,286.875,5.039,0.0
M3,62092,-10.548261,51.215956,2019-12-06T18:00:00Z,1011.914,285.0,12.523,18.073,4.57,8.203,297.0,5.742,10.459,NaN,10.879,NaN,85.156,19.688,316.406,12.539,0.0
M4,62093,-9.999136,54.999967,2019-12-06T18:00:00Z,1004.004,283.0,18.643,26.327,4.336,7.734,277.0,5.977,10.508,NaN,10.938,NaN,NaN,33.75,270.0,12.07,0.0
M5,62094,-6.704336,51.690425,2019-12-06T18:00:00Z,1009.131,286.0,18.405,24.288,2.344,5.625,245.0,3.281,11.338,NaN,11.543,NaN,75.391,28.125,234.844,7.617,0.0
M6,62095,-15.88135,53.07482,2019-12-06T18:00:00Z,1010.006,267.0,16.166,22.542,4.141,7.734,NaN,5.313,10.068,NaN,11.699,NaN,90.234,52.031,285.469,9.961,0.0
M2,62091,-5.4302,53.4836,2019-12-06T19:00:00Z,1005.176,277.0,17.646,22.343,NaN,NaN,NaN,NaN,10.605,NaN,11.523,NaN,82.422,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T19:00:00Z,1012.5,279.0,15.227,21.489,NaN,NaN,NaN,NaN,10.41,NaN,10.879,NaN,87.109,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T19:00:00Z,1005.029,283.0,18.927,26.043,NaN,NaN,NaN,NaN,10.215,NaN,10.918,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T19:00:00Z,1010.266,293.0,19.544,25.805,2.344,5.742,243.0,4.453,11.191,NaN,11.543,NaN,74.609,23.906,241.875,7.852,0.0
M6,62095,-15.88135,53.07482,2019-12-06T19:00:00Z,1010.152,260.0,16.736,23.566,4.531,8.203,NaN,6.25,10.557,NaN,11.738,NaN,84.473,54.141,293.906,11.602,0.0
M2,62091,-5.4302,53.4836,2019-12-06T20:00:00Z,1006.006,281.0,17.077,20.777,NaN,NaN,NaN,NaN,10.508,NaN,11.504,NaN,85.156,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T20:00:00Z,1013.037,277.0,13.092,17.504,NaN,NaN,NaN,NaN,10.508,NaN,10.879,NaN,85.547,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T20:00:00Z,1005.371,278.0,19.069,25.189,NaN,NaN,NaN,NaN,10.361,NaN,10.918,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T20:00:00Z,1010.62,279.0,20.493,25.426,2.031,5.625,246.0,3.047,11.143,NaN,11.572,NaN,73.047,25.313,237.656,8.086,0.0
M6,62095,-15.88135,53.07482,2019-12-06T20:00:00Z,1010.25,264.0,14.573,21.973,3.984,7.5,NaN,5.469,10.361,NaN,11.738,NaN,90.43,54.844,338.906,11.953,0.0
M2,62091,-5.4302,53.4836,2019-12-06T21:00:00Z,1006.396,269.0,19.354,24.335,1.406,4.219,260.0,2.109,10.313,NaN,11.543,NaN,85.547,29.531,285.469,4.57,0.0
M3,62092,-10.548261,51.215956,2019-12-06T21:00:00Z,1013.184,283.0,15.227,21.062,4.102,7.969,290.0,6.094,9.238,NaN,10.879,NaN,91.797,21.094,295.313,12.656,0.0
M4,62093,-9.999136,54.999967,2019-12-06T21:00:00Z,1005.469,281.0,21.204,27.75,3.984,7.617,273.0,5.625,9.189,NaN,10.918,NaN,NaN,23.906,270.0,11.367,0.0
M5,62094,-6.704336,51.690425,2019-12-06T21:00:00Z,1011.206,287.0,17.646,22.77,2.031,5.508,248.0,2.813,11.143,NaN,11.572,NaN,71.875,26.719,239.063,7.5,0.0
M6,62095,-15.88135,53.07482,2019-12-06T21:00:00Z,1009.859,254.0,11.954,18.899,3.984,7.5,NaN,6.094,10.459,NaN,11.66,NaN,94.531,57.656,305.156,11.25,0.0
M2,62091,-5.4302,53.4836,2019-12-06T22:00:00Z,1007.422,275.0,17.504,22.2,NaN,NaN,NaN,NaN,10.264,NaN,11.621,NaN,84.766,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T22:00:00Z,1013.818,283.0,12.381,17.077,NaN,NaN,NaN,NaN,10.459,NaN,10.859,NaN,84.375,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T22:00:00Z,1006.006,277.0,16.081,21.916,NaN,NaN,NaN,NaN,10.215,NaN,10.957,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T22:00:00Z,1011.572,280.0,18.216,22.58,2.031,5.742,243.0,3.281,10.85,NaN,11.631,NaN,78.125,22.5,236.25,7.617,0.0
M6,62095,-15.88135,53.07482,2019-12-06T22:00:00Z,1009.371,239.0,15.256,21.859,3.828,7.383,NaN,6.094,11.191,NaN,11.66,NaN,89.355,56.602,268.594,11.719,0.0
M2,62091,-5.4302,53.4836,2019-12-06T23:00:00Z,1007.617,269.0,20.208,24.762,NaN,NaN,NaN,NaN,10.166,NaN,11.68,NaN,85.547,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-06T23:00:00Z,1013.818,273.0,8.823,13.377,NaN,NaN,NaN,NaN,10.264,NaN,10.859,NaN,87.5,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-06T23:00:00Z,1006.055,266.0,18.073,24.335,NaN,NaN,NaN,NaN,10.117,NaN,10.957,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-06T23:00:00Z,1012.17,275.0,13.662,18.026,2.188,5.742,243.0,3.047,10.801,NaN,11.631,NaN,80.469,25.313,239.063,8.906,0.0
M6,62095,-15.88135,53.07482,2019-12-06T23:00:00Z,1009.371,232.0,15.369,21.973,4.453,8.086,NaN,6.406,11.484,NaN,11.641,NaN,89.941,51.68,305.156,11.367,0.0
M2,62091,-5.4302,53.4836,2019-12-07T00:00:00Z,1008.643,267.0,20.066,24.62,1.289,4.102,239.0,1.641,10.264,NaN,11.816,NaN,85.156,15.469,237.656,4.453,0.0
M3,62092,-10.548261,51.215956,2019-12-07T00:00:00Z,1014.111,267.0,11.242,15.796,3.984,7.852,284.0,6.094,10.508,NaN,10.859,NaN,84.766,19.688,279.844,10.898,0.0
M4,62093,-9.999136,54.999967,2019-12-07T00:00:00Z,1006.689,261.0,16.081,21.489,3.75,7.734,277.0,5.039,9.971,NaN,10.977,NaN,NaN,26.719,282.656,11.133,0.0
M5,62094,-6.704336,51.690425,2019-12-07T00:00:00Z,1012.61,274.0,15.939,20.303,1.875,5.625,240.0,2.578,10.947,NaN,11.631,NaN,77.344,28.125,240.469,8.906,0.0
M6,62095,-15.88135,53.07482,2019-12-07T00:00:00Z,1008.736,227.0,17.191,23.794,3.594,7.266,NaN,5.625,11.729,NaN,11.641,NaN,92.09,56.602,309.375,9.727,0.0
M2,62091,-5.4302,53.4836,2019-12-07T01:00:00Z,1008.838,273.0,17.789,23.908,NaN,NaN,NaN,NaN,10.215,NaN,11.875,NaN,85.547,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-07T01:00:00Z,1013.916,256.0,11.242,15.654,NaN,NaN,NaN,NaN,10.508,NaN,10.859,NaN,87.5,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-07T01:00:00Z,1006.445,255.0,15.796,22.627,NaN,NaN,NaN,NaN,9.971,NaN,10.977,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-07T01:00:00Z,1012.378,277.0,14.99,19.354,2.031,5.508,238.0,2.813,10.947,NaN,11.631,NaN,76.172,19.688,240.469,8.555,0.0
M6,62095,-15.88135,53.07482,2019-12-07T01:00:00Z,1008.687,229.0,15.483,23.566,3.516,7.266,NaN,5.0,11.875,NaN,11.719,NaN,93.945,67.148,307.969,11.719,0.0
M2,62091,-5.4302,53.4836,2019-12-07T02:00:00Z,1009.277,273.0,18.785,23.054,NaN,NaN,NaN,NaN,10.02,NaN,11.895,NaN,86.719,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-07T02:00:00Z,1013.867,254.0,14.089,18.927,NaN,NaN,NaN,NaN,10.459,NaN,10.859,NaN,89.844,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-07T02:00:00Z,1006.201,241.0,16.366,22.912,NaN,NaN,NaN,NaN,10.02,NaN,10.938,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-07T02:00:00Z,1012.585,283.0,13.472,16.318,2.031,5.508,239.0,2.813,11.094,NaN,11.631,NaN,70.313,25.313,227.813,6.914,0.0
M6,62095,-15.88135,53.07482,2019-12-07T02:00:00Z,1008.101,225.0,16.849,25.502,3.438,7.148,NaN,5.313,11.924,NaN,11.738,NaN,95.605,44.297,310.781,11.25,0.0
M2,62091,-5.4302,53.4836,2019-12-07T03:00:00Z,1009.424,268.0,18.643,23.481,1.172,3.984,255.0,1.641,10.068,NaN,11.895,NaN,87.5,21.094,268.594,4.336,0.0
M3,62092,-10.548261,51.215956,2019-12-07T03:00:00Z,1014.258,260.0,13.092,17.504,3.633,8.086,285.0,6.797,10.752,NaN,10.859,NaN,89.844,23.906,285.469,11.133,0.0
M4,62093,-9.999136,54.999967,2019-12-07T03:00:00Z,1006.299,246.0,15.939,21.204,3.75,7.5,276.0,5.391,10.068,NaN,10.918,NaN,NaN,35.156,282.656,11.484,0.0
M5,62094,-6.704336,51.690425,2019-12-07T03:00:00Z,1013.025,268.0,12.334,15.559,1.875,5.391,238.0,2.578,10.801,NaN,11.631,NaN,78.906,18.281,243.281,9.023,0.0
M6,62095,-15.88135,53.07482,2019-12-07T03:00:00Z,1007.369,230.0,17.76,26.64,3.828,7.5,NaN,5.938,11.826,NaN,11.738,NaN,96.68,47.813,309.375,10.313,0.0
M2,62091,-5.4302,53.4836,2019-12-07T04:00:00Z,1009.766,259.0,17.077,22.343,NaN,NaN,NaN,NaN,10.166,NaN,11.875,NaN,85.547,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-07T04:00:00Z,1013.525,245.0,12.096,16.793,NaN,NaN,NaN,NaN,10.508,NaN,10.859,NaN,92.578,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-07T04:00:00Z,1006.055,241.0,18.5,25.189,NaN,NaN,NaN,NaN,10.264,NaN,10.938,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-07T04:00:00Z,1012.915,270.0,13.092,16.128,1.875,5.625,235.0,2.344,10.752,NaN,11.602,NaN,80.859,21.094,234.844,8.438,0.0
M6,62095,-15.88135,53.07482,2019-12-07T04:00:00Z,1006.881,218.0,19.582,27.551,3.984,7.734,NaN,6.094,11.777,NaN,11.602,NaN,97.559,53.789,299.531,12.188,0.0
M2,62091,-5.4302,53.4836,2019-12-07T05:00:00Z,1010.4,263.0,17.362,22.2,NaN,NaN,NaN,NaN,10.068,NaN,11.855,NaN,85.547,NaN,NaN,NaN,0.0
M3,62092,-10.548261,51.215956,2019-12-07T05:00:00Z,1013.721,249.0,14.231,20.92,NaN,NaN,NaN,NaN,10.166,NaN,10.84,NaN,95.313,NaN,NaN,NaN,0.0
M4,62093,-9.999136,54.999967,2019-12-07T05:00:00Z,1005.518,226.0,16.793,23.481,NaN,NaN,NaN,NaN,10.41,NaN,10.918,NaN,NaN,NaN,NaN,NaN,0.0
M5,62094,-6.704336,51.690425,2019-12-07T05:00:00Z,1013.025,271.0,14.231,17.836,1.875,5.391,235.0,2.109,10.605,NaN,11.602,NaN,82.422,26.719,230.625,7.383,0.0
M6,62095,-15.88135,53.07482,2019-12-07T05:00:00Z,1006.002,221.0,20.493,29.145,3.438,6.797,NaN,4.688,11.533,NaN,11.387,NaN,97.656,56.602,291.094,12.07,0.0
